author,star,review_title,review_date,Text,ProductLink
SUMAN KUMAR MONDAL,5.0 out of 5 stars,Nice,Reviewed in India on 18 May 2024,Love it,https://www.amazon.in/AUSK-Sleeve-T-Shirt-Color-White-Size-Medium/dp/B0C3Y7D25T/ref=sr_1_48?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-48
Not a good quality,2.0 out of 5 stars,Bad quality,Reviewed in India on 17 May 2024,Waste of money,https://www.amazon.in/AUSK-Sleeve-T-Shirt-Color-White-Size-Medium/dp/B0C3Y7D25T/ref=sr_1_48?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-48
Pls return thiss item,1.0 out of 5 stars,Colour change,Reviewed in India on 29 February 2024,Shert is good but the colour is very change,https://www.amazon.in/AUSK-Sleeve-T-Shirt-Color-White-Size-Medium/dp/B0C3Y7D25T/ref=sr_1_48?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-48
Amazon Customer,5.0 out of 5 stars,Value for money,Reviewed in India on 7 February 2024,Good product at affordable price,https://www.amazon.in/AUSK-Sleeve-T-Shirt-Color-White-Size-Medium/dp/B0C3Y7D25T/ref=sr_1_48?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-48
sandeep chatterjee,3.0 out of 5 stars,Look goo not for hot days,Reviewed in India on 24 May 2024,"Thand mein se bahut acche se pahan sakoge , per agar thodi bhi garmi hai to ise pahnane ki koshish mat karna pasine se bheeg jaaoge kapde ki quality bahut acchi nahin hai",https://www.amazon.in/AUSK-Sleeve-T-Shirt-Color-White-Size-Medium/dp/B0C3Y7D25T/ref=sr_1_48?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-48
A.M.IQBAL,3.0 out of 5 stars,About the product,Reviewed in India on 27 May 2024,I never thought it was a printed tshirt. It is not having thread quality. May be cotton synthetic mix,https://www.amazon.in/AUSK-Sleeve-T-Shirt-Color-White-Size-Medium/dp/B0C3Y7D25T/ref=sr_1_48?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-48
Siddharth,5.0 out of 5 stars,Reasonable price and good quality cloth,Reviewed in India on 24 December 2023,These T-shirt comes at a very reasonable price. The quality of the cloth is also good. Good for regular use.,https://www.amazon.in/SHAUN-Men-T-Shirt-N704MT3_D48_Multicolored_XXXXX-Large_Pack-3/dp/B09QMGPG29/ref=sr_1_49?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-49
Dilip g.,4.0 out of 5 stars,Quality,Reviewed in India on 24 April 2024,Good quality product must buy 👍,https://www.amazon.in/SHAUN-Men-T-Shirt-N704MT3_D48_Multicolored_XXXXX-Large_Pack-3/dp/B09QMGPG29/ref=sr_1_49?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-49
Shahalam Khan,1.0 out of 5 stars,Pathetic Quality and Incorrect Size,Reviewed in India on 19 February 2024,"Their 9 XL T-shirts looks like they are just 2 XL. Their Quality is also pathetic, and the size does not match the normal T-shirts.",https://www.amazon.in/SHAUN-Men-T-Shirt-N704MT3_D48_Multicolored_XXXXX-Large_Pack-3/dp/B09QMGPG29/ref=sr_1_49?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-49
B J Ram,3.0 out of 5 stars,Model of print infront,Reviewed in India on 21 March 2024,As per my age it is not good for me hence return back,https://www.amazon.in/SHAUN-Men-T-Shirt-N704MT3_D48_Multicolored_XXXXX-Large_Pack-3/dp/B09QMGPG29/ref=sr_1_49?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-49
"Very poor quality of cover is used , foam is good but the cover is very bad i am not satisfied",5.0 out of 5 stars,Very nice,Reviewed in India on 13 May 2024,Good product from amazon,https://www.amazon.in/SHAUN-Men-T-Shirt-N704MT3_D48_Multicolored_XXXXX-Large_Pack-3/dp/B09QMGPG29/ref=sr_1_49?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-49
Satyam Singh,2.0 out of 5 stars,Tshirt,Reviewed in India on 11 May 2024,All tshirt material are v v bad,https://www.amazon.in/SHAUN-Men-T-Shirt-N704MT3_D48_Multicolored_XXXXX-Large_Pack-3/dp/B09QMGPG29/ref=sr_1_49?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-49
Dr Sudhanshu Rathor,5.0 out of 5 stars,Good one,Reviewed in India on 26 May 2024,Good quality products,https://www.amazon.in/SHAUN-Men-T-Shirt-N704MT3_D48_Multicolored_XXXXX-Large_Pack-3/dp/B09QMGPG29/ref=sr_1_49?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-49
Kirti,4.0 out of 5 stars,Quality good,Reviewed in India on 18 February 2024,The cloth is great... Fitting also is good...,https://www.amazon.in/SHAUN-Men-T-Shirt-N704MT3_D48_Multicolored_XXXXX-Large_Pack-3/dp/B09QMGPG29/ref=sr_1_49?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-49
Shubhanshukumar,3.0 out of 5 stars,Good product,Reviewed in India on 9 February 2024,It is only used for home and casual.,https://www.amazon.in/SHAUN-Men-T-Shirt-N704MT3_D48_Multicolored_XXXXX-Large_Pack-3/dp/B09QMGPG29/ref=sr_1_49?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-49
Shammikhan,5.0 out of 5 stars,Nice t.shirts,Reviewed in India on 11 May 2024,Nice t.shirts,https://www.amazon.in/SHAUN-Men-T-Shirt-N704MT3_D48_Multicolored_XXXXX-Large_Pack-3/dp/B09QMGPG29/ref=sr_1_49?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-49
Lord bobby,5.0 out of 5 stars,Very good quality,Reviewed in India on 18 May 2024,"Fitting is very good
Soft quality
I like the colour",https://www.amazon.in/Leriya-Fashion-Shirt-T-Shirt-Large/dp/B0CQ2Q68CT/ref=sr_1_50?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-50
Nehal Patel,1.0 out of 5 stars,Different Material and Size,Reviewed in India on 27 February 2024,"Product is good but fabric is diferrent as shown in images. And size is shows ""M"" but in actual its ""L"" size.
According to price i would prefer to get in offline shop.
Not recommended.",https://www.amazon.in/Leriya-Fashion-Shirt-T-Shirt-Large/dp/B0CQ2Q68CT/ref=sr_1_50?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-50
AHIR YAMINI,5.0 out of 5 stars,Best shirt for summer,Reviewed in India on 17 May 2024,"This is really worthy t shirt in this price, it's a lycra material made t shirt and can very good for specially summer season, I am really happy with this t shirt",https://www.amazon.in/Leriya-Fashion-Shirt-T-Shirt-Large/dp/B0CQ2Q68CT/ref=sr_1_50?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-50
nitin babu,1.0 out of 5 stars,DON’T BUY ❌,Reviewed in India on 23 February 2024,"Fabric is very bad , it’s clearly as shown in photos , it looks like a Sports TShirt , highly disappointed by the quality . If you are looking for the Tshirt as shown in photos don’t buy it",https://www.amazon.in/Leriya-Fashion-Shirt-T-Shirt-Large/dp/B0CQ2Q68CT/ref=sr_1_50?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-50
Smit salot,5.0 out of 5 stars,Excellent fabric,Reviewed in India on 1 April 2024,"One of the best things about this Tshirt is its comfort. The fabric is soft and lightweight, making it ideal for warm weather. The half sleeve design adds to its versatility, allowing you to wear it for various occasions, from casual outings to semi-formal events.",https://www.amazon.in/Leriya-Fashion-Shirt-T-Shirt-Large/dp/B0CQ2Q68CT/ref=sr_1_50?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-50
Bhanu,3.0 out of 5 stars,Good,Reviewed in India on 15 May 2024,"The product absolutely good, but u have to know that. That fabric is thin. And YOUR size L choose M. M=L
S=M, L= XL....",https://www.amazon.in/Leriya-Fashion-Shirt-T-Shirt-Large/dp/B0CQ2Q68CT/ref=sr_1_50?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-50
user who used,1.0 out of 5 stars,not at all like the product is shown,Reviewed in India on 2 May 2024,THE product shown in picture represent different kinds of style which have broader indents but the actual product is completely diffenrent ad feels lke a sports tshirt,https://www.amazon.in/Leriya-Fashion-Shirt-T-Shirt-Large/dp/B0CQ2Q68CT/ref=sr_1_50?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-50
Milan,4.0 out of 5 stars,Size,Reviewed in India on 22 April 2024,"T shirt is good but the size is larger than expected so order a size smaller which fits you.

Tshirt is a bit different in design from the main image like the line are less visible in real life",https://www.amazon.in/Leriya-Fashion-Shirt-T-Shirt-Large/dp/B0CQ2Q68CT/ref=sr_1_50?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-50
Prabitha,3.0 out of 5 stars,The product was actually with good quality.,Reviewed in India on 19 April 2024,But the color was really bright than in the photo. I'd rate it a 7/10.,https://www.amazon.in/Leriya-Fashion-Shirt-T-Shirt-Large/dp/B0CQ2Q68CT/ref=sr_1_50?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-50
Aditya agrhari,4.0 out of 5 stars,Good quality,Reviewed in India on 19 April 2024,Nice Product supabbb quality 👌👌,https://www.amazon.in/Leriya-Fashion-Shirt-T-Shirt-Large/dp/B0CQ2Q68CT/ref=sr_1_50?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-50
